Período;Região;Instituição;Localização Geográfica;Nº Intervenções Cirúrgicas Programadas;Nº Intervenções Cirúrgicas Convencionais;Nº Intervenções Cirúrgicas de Ambulatório;Nº Intervenções Cirúrgicas Urgentes
2014-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;16547;5775;10772;2723
2014-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;988;;988;
2014-10;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;1136;433;703;0
2014-10;Região de Saúde do Centro;Hospital José Luciano de Castro;40.4422767, -8.4438729;436;;436;
2014-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;4301;1941;2360;945
2014-10;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;4881;2109;2772;1344
2014-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;9875;4679;5196;409
2014-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;10146;4091;6055;1498
2014-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;8370;3388;4982;1824
2014-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;3133;1341;1792;1108
2014-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;5102;2498;2604;779
2014-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;31146;14237;16909;7351
2014-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;7478;2883;4595;1553
2014-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;10642;4055;6587;2131
2014-11;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;10763;4967;5796;1877
2014-11;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;26820;10880;15940;4752
2014-11;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;16946;6839;10107;2693
2014-11;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;22879;8729;14150;2491
2014-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;10901;5134;5767;442
2014-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;13491;4922;8569;1599
2014-12;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;1373;520;853;0
2014-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;5202;2335;2867;1155
2014-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;5499;2643;2856;874
2014-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;33434;15324;18110;7976
2014-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;5762;2473;3289;2164
2014-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;29779;16194;13585;4449
2014-12;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;5615;2366;3249;1623
2014-12;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;4140;;4140;
2014-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;9864;3383;6481;1596
2014-12;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;16731;7611;9120;2513
2014-12;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;24707;9461;15246;2723
2014-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;10186;4124;6062;2185
2015-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;329;167;162;85
2015-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;850;431;419;315
2015-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;472;178;294;88
2015-01;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;445;292;153;
2015-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;2800;1297;1503;677
2015-01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;493;224;269;176
2015-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;2642;1427;1215;419
2015-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;532;312;220;393
2015-01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;989;395;594;187
2015-01;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;340;0;340;
2015-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;609;233;376;129
2015-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;938;443;495;173
2015-01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;2086;761;1325;232
2015-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;2323;844;1479;256
2015-02;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;1159;373;786;160
2015-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;5538;2560;2978;1241
2015-02;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;5476;2926;2550;824
2015-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;1058;241;817;391
2015-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;1138;604;534;790
2015-02;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;728;;728;
2015-02;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;1161;727;434;41
2015-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;1145;457;688;247
2015-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;5141;2127;3014;856
2015-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;2535;967;1568;404
2015-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;884;324;560;299
2015-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;728;343;385;175
2015-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;2590;1223;1367;938
2015-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;1370;591;779;205
2015-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;3013;1128;1885;642
2015-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;9527;4467;5060;1683
2015-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;1280;857;423;
2015-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;2235;772;1463;425
2015-03;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;1407;597;810;558
2015-03;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;1779;1121;658;71
2015-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;1813;724;1089;378
2015-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;2827;916;1911;561
2015-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;1969;741;1228;279
2015-04;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;315;;315;
2015-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;1869;714;1155;281
2015-04;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;2369;807;1562;307
2015-04;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;1827;733;1094;766
2015-04;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;2923;1563;1360;1626
2015-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;5038;1943;3095;1111
2015-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;3063;1900;1163;115
2015-05;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;16690;7423;9267;2277
2015-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;8883;3182;5701;1080
2015-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;4961;2329;2632;844
2015-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;5873;2081;3792;700
2015-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;4662;1857;2805;921
2015-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;6882;2699;4183;785
2015-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;3116;1099;2017;417
2015-06;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;615;;615;
2015-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;4806;1528;3278;830
2015-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;4755;1443;3312;599
2015-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;6084;2342;3742;1079
2015-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;19701;8776;10925;2758
2015-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;15360;6253;9107;2551
2015-06;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;1758;538;1220;66
2015-06;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;6353;2923;3430;250
2015-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;2691;969;1722;894
2015-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;3434;1214;2220;477
2015-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;5977;2990;2987;2402
2015-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;3915;1352;2563;558
2015-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;3398;1526;1872;682
2015-07;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;3510;1612;1898;498
2015-07;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;5566;1773;3793;991
2015-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;3037;1157;1880;1276
2015-07;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;7376;2310;5066;1333
2015-07;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;2998;984;2014;940
2015-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;7086;2697;4389;1280
2015-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;22999;10310;12689;3248
2015-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;4217;1709;2508;893
2015-07;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;12282;4379;7903;1543
2015-07;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;2113;620;1493;88
2015-07;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;7332;3454;3878;298
2015-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;3890;1426;2464;592
2015-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;3707;1726;1981;517
2015-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;6027;2173;3854;1400
2015-08;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;23370;11056;12314;4780
2015-08;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;921;;921;
2015-08;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;2972;2096;876;
2015-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;4872;2102;2770;916
2015-08;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;4141;1101;3040;1606
2015-08;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;10566;4905;5661;1725
2015-08;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;6789;2086;4703;1563
2015-08;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;7606;3605;4001;1334
2015-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;9128;3202;5926;1135
2015-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;9567;3817;5750;1133
2015-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;7359;3558;3801;3215
2015-09;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;1197;371;826;0
2015-09;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;4054;1879;2175;879
2015-09;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;4770;1243;3527;1816
2015-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;22026;8858;13168;3904
2015-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;4998;1822;3176;732
2015-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;17539;5584;11955;2681
2015-10;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;4981;2016;2965;664
2015-10;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;9467;4820;4647;4053
2015-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;4639;2658;1981;963
2015-10;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;17299;6223;11076;2274
2015-10;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;20648;7589;13059;2378
2015-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;8905;3443;5462;1874
2015-11;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;1304;;1304;
2015-11;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;4181;2926;1255;
2015-11;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;5210;2423;2787;760
2015-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;27723;12560;15163;7181
2015-11;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;29434;15106;14328;4815
2015-11;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;11604;3642;7962;2179
2015-11;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;10657;5355;5302;4505
2015-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;19265;6976;12289;2502
2015-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;9430;4599;4831;4256
2015-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;36279;17018;19261;7284
2015-12;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;4503;3160;1343;
2015-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;29807;13496;16311;7868
2015-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;7999;3219;4780;1415
2015-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;9620;2971;6649;1213
2015-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;29361;11718;17643;5214
2015-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;20620;7808;12812;2803
2015-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;14373;4892;9481;1723
2016-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;318;139;179;108
2016-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;552;268;284;66
2016-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;476;194;282;58
2016-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;691;226;465;151
2016-01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;745;218;527;93
2016-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;447;249;198;79
2016-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;374;141;233;152
2016-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;1506;565;941;354
2016-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;3138;1016;2122;477
2016-02;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;789;496;293;
2016-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;2541;1244;1297;481
2016-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;1316;494;822;257
2016-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;2277;987;1290;948
2016-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;1535;608;927;187
2016-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;7342;3443;3899;1906
2016-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;2384;767;1617;411
2016-03;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;1178;395;783;553
2016-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;8509;4344;4165;1407
2016-03;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;3170;883;2287;620
2016-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;2308;751;1557;288
2016-03;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;3400;1497;1903;154
2016-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;4035;1659;2376;881
2016-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;9882;4631;5251;2583
2016-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;3258;1036;2222;560
2016-04;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;4147;1145;3002;798
2016-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;4354;1445;2909;569
2016-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;3730;1493;2237;738
2016-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;2608;1042;1566;333
2016-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;4129;1393;2736;723
2016-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;4867;2315;2552;850
2016-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;2044;783;1261;699
2016-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;6430;2328;4102;824
2016-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;4634;1682;2952;1058
2016-06;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;2417;1593;824;
2016-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;4588;1474;3114;588
2016-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;7343;2448;4895;878
2016-07;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;7366;2685;4681;934
2016-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;2573;993;1580;707
2016-07;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;1010;;1010;
2016-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;8937;4239;4698;1754
2016-07;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;4382;968;3414;1492
2016-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;6756;3246;3510;1162
2016-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;8327;3068;5259;1037
2016-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;2959;1141;1818;803
2016-08;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;6388;2765;3623;2641
2016-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;4881;1606;3275;628
2016-08;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;3982;1820;2162;492
2016-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;6547;2177;4370;1136
2016-08;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;2859;;2859;
2016-08;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;25498;11540;13958;3718
2016-09;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;24290;12039;12251;4229
2016-09;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;10096;3790;6306;3733
2016-09;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;8196;2595;5601;1658
2016-10;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;10519;3807;6712;1169
2016-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;3683;1404;2279;970
2016-10;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;29975;13487;16488;5777
2016-10;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;10130;2960;7170;2008
2016-10;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;3709;;3709;
2016-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;9301;2901;6400;1848
2016-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;4089;1547;2542;1077
2016-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;6422;2709;3713;794
2016-11;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;5616;2330;3286;911
2016-11;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;5546;2425;3121;690
2016-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;6315;2262;4053;783
2016-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;6059;2649;3410;769
2016-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;30629;13252;17377;7570
2016-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;4731;1804;2927;2296
2016-12;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;4509;;4509;
2016-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;38239;17219;21020;5601
2016-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;6410;2248;4162;1526
2016-12;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;16656;7074;9582;2490
2016-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;11448;3514;7934;2203
2016-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;11486;5237;6249;2030
2016-12;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;24757;9044;15713;2884
