Período;Região;Instituição;Localização Geográfica;Nº Atendimentos em Urgência SU Triagem Manchester -Vermelha;Nº Atendimentos em Urgência SU Triagem Manchester -Laranja;Nº Atendimentos em Urgência SU Triagem Manchester -Amarela;Nº Atendimentos em Urgência SU Triagem Manchester -Verde;Nº Atendimentos em Urgência SU Triagem Manchester -Azul;Nº Atendimentos em Urgência SU Triagem Manchester -Branca;Nº Atendimentos s\ Triagem Manchester
2020-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;46;1070;6104;4859;117;140;328
2020-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;198;4406;14499;10147;184;2222;2707
2020-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;60;2808;17860;8509;242;1291;239
2020-02;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;151;3311;17046;14954;789;;248
2020-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;146;4158;15251;9650;530;1559;3902
2020-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;203;5363;18321;24336;1281;655;4475
2020-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;270;7287;19801;9201;1069;156;20092
2020-03;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;46;2255;13265;12660;243;1791;180
2020-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;87;2355;9395;10732;362;966;
2020-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;254;4473;21653;19918;1175;1247;
2020-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;190;4347;13808;20302;1914;640;814
2020-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;324;8580;23864;12950;1303;185;22602
2020-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;60;2664;15382;14976;319;2310;196
2020-04;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;25;1397;6970;7990;296;274;
2020-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;104;4005;9906;7098;459;1207;326
2020-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;418;10909;37654;17973;1222;2732;19667
2020-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;148;3783;13757;9777;757;1061;15469
2020-05;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;160;5782;24813;28558;694;271;88
2020-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;172;4785;21562;17974;821;761;6
2020-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;221;8803;24736;43222;1879;2152;241
2020-05;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;377;8011;27771;19914;706;4822;5606
2020-05;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;296;6220;29582;28881;1569;;391
2020-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;98;4160;12405;8213;888;2326;3509
2020-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;51;1689;15080;6463;314;1082;22
2020-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;285;8069;32487;15811;1083;3072;136
2020-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;251;6827;26103;15878;1053;2819;6950
2020-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;67;2153;14747;8117;129;464;10
2020-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;141;2807;17992;10928;1444;1348;177
2020-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;477;11541;35501;18983;2273;277;29670
2020-06;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;341;8686;33994;20462;1766;8355;2960
2020-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;420;9410;33029;23145;832;5688;6765
2020-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;199;7317;34906;18519;555;3775;35
2020-06;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;39;1934;9347;11081;448;424;
2020-07;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;61;1947;17695;7382;360;1259;26
2020-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;311;9342;37891;18642;1298;3548;145
2020-07;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;83;2521;17456;9547;151;584;15
2020-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;162;3186;20848;12470;1703;1603;196
2020-07;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;400;10251;40561;23894;2098;8535;3427
2020-07;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;139;2723;15095;11698;537;614;475
2020-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;87;2936;20529;11149;192;698;18
2020-08;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;161;5392;28135;19581;1132;110;21480
2020-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;376;5373;34067;29216;2043;;44437
2020-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;141;3860;15720;25153;2205;1228;28317
2020-08;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;220;8239;37487;40000;1260;417;144
2020-08;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;247;7077;32731;27232;1320;1341;7
2020-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;554;12744;44868;31357;1100;7721;9321
2020-08;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;109;4963;28166;27423;827;4812;307
2020-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;468;9838;46023;40865;2837;2537;
2020-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;179;6055;31414;22250;1249;125;23997
2020-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;248;9291;42517;44452;1448;456;168
2020-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;429;8882;29205;40131;4732;1346;1663
2020-09;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;485;13194;52662;31376;2756;8940;4701
2020-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;185;3519;19448;14950;746;766;511
2020-09;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;125;5544;31245;31267;935;5624;342
2020-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;217;4455;29452;17785;684;7865;374
2020-10;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;858;21611;75893;36170;2440;6505;35597
2020-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;167;4614;18965;31505;2673;1521;36743
2020-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;352;11219;46605;34977;1248;4427;1268
2020-10;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;248;10261;63286;34611;1413;5198;2131
2020-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;932;23638;82446;39216;2565;7074;39146
2020-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;431;12244;48358;29913;1992;5259;13076
2020-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;199;5080;20789;34190;2884;1641;39562
2020-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;316;8003;31715;26705;1768;2286;23162
2020-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;223;8768;47243;29794;1028;1549;335
2020-11;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;567;10640;55981;18637;2190;5469;21569
2020-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;221;4304;23452;18841;912;944;559
2020-11;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;781;17954;63223;44175;1553;10868;13106
2020-11;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;278;5474;34832;21144;808;10078;483
2020-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;287;9111;39186;20095;1255;909;2305
2020-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;261;6285;25381;27221;1026;2609;
2020-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;490;15793;63741;33501;2337;5942;239
2020-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;116;3203;23268;17737;1123;1168;614
2020-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;551;8031;49689;43740;3191;;66473
2020-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;424;13084;54642;40449;1433;5220;1413
2020-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;609;11602;46075;37692;888;4753;356
2020-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;303;12554;37556;56479;1404;568;0
2020-12;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;329;12358;55462;54904;1881;566;292
2020-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;346;10175;46565;39708;1938;2066;10
2021-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;36;464;1632;2424;116;137;1
2021-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;44;568;1710;1646;51;212;
2021-01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;17;398;1768;1372;35;94;16
2021-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;48;771;3382;3303;197;;4880
2021-01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;41;972;2303;3272;84;49;0
2021-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;88;1660;4968;3232;225;4;3919
2021-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;45;1143;5327;2857;125;475;52
2021-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;26;692;3090;2705;59;581;31
2021-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;73;2428;7713;4663;242;695;17
2021-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;87;1414;6435;5731;388;;8030
2021-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;120;2262;6494;6117;551;327;2889
2021-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;118;1581;5530;4988;125;864;45
2021-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;56;1647;4348;5434;166;80;
2021-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;84;2938;7084;11926;609;973;206
2021-02;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;159;3008;9493;5710;456;8;6610
2021-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;100;2850;9738;4868;371;366;931
2021-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;71;2047;9696;5148;235;835;170
2021-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;94;1873;6240;5541;112;278;28
2021-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;92;3575;12648;7083;457;1132;28
2021-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;52;1626;6096;6107;602;408;6258
2021-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;76;2295;9452;6384;446;370;0
2021-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;231;4635;15632;8952;892;9;10421
2021-03;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;150;4344;15830;7963;666;556;956
2021-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;103;3127;15469;8248;439;1311;236
2021-03;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;189;3389;14399;14617;973;;128
2021-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;26;871;3869;4330;165;128;
2021-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;89;2682;10451;5899;405;311;1349
2021-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;95;1907;7402;7069;288;726;
2021-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;240;4266;17197;14299;832;798;
2021-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;164;2790;14385;12378;829;;18421
2021-04;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;184;3980;14497;10173;416;1521;168
2021-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;186;3767;11526;12662;1783;603;493
2021-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;313;6254;22054;12553;1371;12;15940
2021-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;177;3557;17379;6870;582;1102;5538
2021-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;202;5841;22231;12056;960;691;1174
2021-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;108;3475;14129;8331;523;391;1526
2021-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;303;5600;23442;19836;1098;1072;
2021-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;111;2677;13049;9224;681;1006;38
2021-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;123;3938;15888;15150;686;1291;4088
2021-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;319;5879;21357;21196;2217;962;7146
2021-05;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;72;2134;9501;7246;333;458;83
2021-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;179;5602;25844;15892;514;3613;16
2021-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;133;4226;17699;10824;654;456;1739
2021-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;130;2471;11439;16202;713;671;19
2021-06;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;501;13066;47955;30289;1492;4020;5109
2021-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;59;2023;13073;9944;165;525;26
2021-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;303;5097;22416;20465;500;2112;142
2021-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;179;6705;38953;20953;994;2681;497
2021-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;134;2867;17669;11608;520;3763;186
2021-07;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;157;5078;13852;10624;1089;859;290
2021-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;413;19251;57947;62614;4727;8254;670
2021-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;67;1758;13642;10865;736;594;64
2021-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;116;4090;17915;17270;1820;996;21317
2021-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;151;5159;28612;21787;981;805;5
2021-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;322;6434;34792;15020;1285;2259;10973
2021-07;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;346;11030;46217;29532;2241;1301;1384
2021-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;99;4683;26278;25834;626;4624;262
2021-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;181;5905;25455;15983;905;645;2438
2021-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;178;4065;17722;18815;700;1800;
2021-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;69;2302;20846;8917;317;1734;33
2021-08;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;181;6616;28889;28727;1181;2262;6373
2021-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;215;6369;27675;26496;1319;2333;6888
2021-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;397;7331;32360;29832;683;2968;235
2021-08;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;216;7196;32958;26897;1593;1185;2
2021-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;201;7871;29024;21257;1137;666;190
2021-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;386;7430;40622;18003;1547;2695;13018
2021-08;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;112;3721;17513;14174;630;752;200
2021-08;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;302;9691;47888;29882;962;6555;26
2021-08;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;598;10664;50103;52008;3091;;431
2021-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;567;26607;82679;89149;6113;10612;877
2021-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;522;11099;49684;43720;2280;2251;
2021-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;782;20812;80385;50368;2494;6313;6144
2021-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;208;5025;28152;19148;1391;2119;67
2021-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;198;7563;33271;33215;1323;2590;7162
2021-09;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;236;9772;28159;46597;1113;466;0
2021-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;246;8315;37767;31416;1849;1366;2
2021-09;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;441;14704;61954;41216;3076;1735;2418
2021-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;255;8671;29810;20123;1605;1446;7851
2021-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;259;8636;24120;19748;2203;914;497
2021-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;678;33912;104255;114271;7409;12857;1223
2021-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;110;3332;30070;13638;461;2407;49
2021-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;972;26383;103591;66002;3189;7594;6770
2021-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;531;10862;47812;45122;972;4045;356
2021-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;627;11983;37831;55567;6328;1747;2252
2021-11;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;523;10027;55672;24637;2155;3745;22990
2021-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;345;13605;81323;45369;1840;5280;1002
2021-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;288;9617;26491;21833;2472;926;539
2021-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;468;18349;74019;46495;2944;6040;250
2021-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;139;3341;26236;21038;1280;1156;90
2021-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;577;8650;54599;50725;3509;143;85546
2021-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;223;7860;32229;33186;3497;1914;43157
2021-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;314;10560;44395;42695;1893;4198;10369
2021-12;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;432;15481;68840;49254;2438;485;381
2021-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;992;20685;83154;46974;4855;24;78020
2021-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;179;8624;49656;50183;1180;8610;556
2021-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;96;4109;20798;27308;1134;595;66
2021-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;302;10439;36232;24656;1949;1759;9365
2022-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;33;838;3582;2941;105;151;684
2022-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;60;2914;9627;10425;576;1120;115
2022-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;31;613;3091;2347;145;353;6
2022-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;38;966;3997;3675;107;386;942
2022-01;Região de Saúde LVT;Hospital de Loures, EPE;38.821455, -9.176296;42;1460;6125;3982;144;22;241
2022-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;86;1823;7082;4843;172;1188;1426
2022-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;43;1478;7392;4124;161;580;83
2022-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;34;1202;4873;4737;75;180;18
2022-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;24;681;4921;4116;35;147;18
2022-02;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;30;638;4395;3501;201;205;11
2022-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;35;2469;6853;11512;182;47;
2022-02;Região de Saúde LVT;Hospital de Loures, EPE;38.821455, -9.176296;54;2122;9231;5968;205;36;6611
2022-02;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;120;2360;7400;10887;1006;287;530
2022-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;103;3465;14542;12224;664;752;115
2022-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;36;1072;4370;4729;181;258;107
2022-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;162;3458;13434;9190;324;2261;2729
2022-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;133;2873;11423;8237;256;2812;2
2022-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;98;2625;11469;9184;346;306;1089
2022-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;32;967;4648;5066;78;364;9874
2022-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;221;9355;31575;33729;1826;3218;383
2022-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;300;8680;32474;21342;746;1944;467
